id,name,compartment,chemicalFormula,bigg.metabolite,chebi,chembl,kegg.compound,metanetx.chemical,hmdb,pubchem.compound,lipidmaps,dcid
m00830c,"""3-O-methyldopa""",dcs:CellularCompartmentEnumCytosol,C10H13NO4,,,,,MNXM10073,HMDB01434,1670,,bio/C10H13NO4
m00831m,"""3-oxo-(2S)-methylisocapryloyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C30H46N7O18P3S,,,,,MNXM150995,,,,bio/C30H46N7O18P3S
m00832p,"""3-oxo-(2S,6R,10R)-trimethyl-hendecanoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C35H56N7O18P3S,,,,,,,,,bio/C35H56N7O18P3S
m00833p,"""3-oxo-(4R,8R,12R)-trimethyl-tridecanoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C37H60N7O18P3S,,,,,,,,,bio/C37H60N7O18P3S
m00834m,"""3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C39H58N7O18P3S,,,,,,,,,bio/C39H58N7O18P3S
m00834p,"""3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C39H58N7O18P3S,,,,,,,,,bio/C39H58N7O18P3S
m00835c,"""3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate""",dcs:CellularCompartmentEnumCytosol,C18H27O4,,,,,MNXM163671,,,,bio/C18H27O4
m00835m,"""3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate""",dcs:CellularCompartmentEnumMitochondria,C18H27O4,,,,,MNXM163671,,,,bio/C18H27O4
m00835p,"""3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate""",dcs:CellularCompartmentEnumPeroxisome,C18H27O4,,,,,MNXM163671,,,,bio/C18H27O4
m00836m,"""3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C39H58N7O19P3S,,,,,MNXM162902,,,,bio/C39H58N7O19P3S
m00836p,"""3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C39H58N7O19P3S,,,,,MNXM162902,,,,bio/C39H58N7O19P3S
m00837c,"""3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate""",dcs:CellularCompartmentEnumCytosol,C18H27O4,,,,,MNXM163672,,,,bio/C18H27O4
m00837m,"""3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate""",dcs:CellularCompartmentEnumMitochondria,C18H27O4,,,,,MNXM163672,,,,bio/C18H27O4
m00837p,"""3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate""",dcs:CellularCompartmentEnumPeroxisome,C18H27O4,,,,,MNXM163672,,,,bio/C18H27O4
m00838m,"""3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C39H58N7O19P3S,,,,,MNXM162903,,,,bio/C39H58N7O19P3S
m00838p,"""3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C39H58N7O19P3S,,,,,MNXM162903,,,,bio/C39H58N7O19P3S
m00839c,"""3-oxo-11cis-docosenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H70N7O18P3S,,,,,,,,,bio/C43H70N7O18P3S
m00840c,"""3-oxo-11-cis-eicosenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C41H66N7O18P3S,,,,,MNXM163188,,,,bio/C41H66N7O18P3S
m00840m,"""3-oxo-11-cis-eicosenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C41H66N7O18P3S,,,,,MNXM163188,,,,bio/C41H66N7O18P3S
m00840p,"""3-oxo-11-cis-eicosenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C41H66N7O18P3S,,,,,MNXM163188,,,,bio/C41H66N7O18P3S
m00841m,"""3-oxo-11-cis-octadecenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C39H62N7O18P3S,,,,,MNXM146084,,,,bio/C39H62N7O18P3S
m00841p,"""3-oxo-11-cis-octadecenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C39H62N7O18P3S,,,,,MNXM146084,,,,bio/C39H62N7O18P3S
m00842c,"""3-oxo-13cis-docosenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H70N7O18P3S,,,,,MNXM163189,,,,bio/C43H70N7O18P3S
m00842m,"""3-oxo-13cis-docosenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C43H70N7O18P3S,,,,,MNXM163189,,,,bio/C43H70N7O18P3S
m00842p,"""3-oxo-13cis-docosenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C43H70N7O18P3S,,,,,MNXM163189,,,,bio/C43H70N7O18P3S
m00843c,"""3-oxo-13-cis-eicosenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C41H66N7O18P3S,,,,,,,,,bio/C41H66N7O18P3S
m00843m,"""3-oxo-13-cis-eicosenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C41H66N7O18P3S,,,,,,,,,bio/C41H66N7O18P3S
m00843p,"""3-oxo-13-cis-eicosenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C41H66N7O18P3S,,,,,,,,,bio/C41H66N7O18P3S
m00844m,"""3-oxo-4(R),8-dimethyl-nonanoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C32H50N7O18P3S,,,,,MNXM150999,,,,bio/C32H50N7O18P3S
m00845m,"""3-oxo-4-methyl-pentanoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C27H40N7O18P3S,,,,,MNXM151000,,,,bio/C27H40N7O18P3S
m00846m,"""3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C41H62N7O20P3S,,,,,MNXM91381,,,,bio/C41H62N7O20P3S
m00846p,"""3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C41H62N7O20P3S,,,,,MNXM91381,,,,bio/C41H62N7O20P3S
m00847m,"""3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate""",dcs:CellularCompartmentEnumMitochondria,C14H23O4,,,,,MNXM91381,,,,bio/C14H23O4
m00848m,"""3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate""",dcs:CellularCompartmentEnumMitochondria,C14H23O4,,,,,MNXM91381,,,,bio/C14H23O4
m00849m,"""3-oxo-7-hexadecenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C37H58N7O18P3S,,,,,,,,,bio/C37H58N7O18P3S
m00849p,"""3-oxo-7-hexadecenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C37H58N7O18P3S,,,,,,,,,bio/C37H58N7O18P3S
m00850m,"""3-oxo-8(R)-hydroxy-hexadeca-(6E,10Z)-dienoate""",dcs:CellularCompartmentEnumMitochondria,C16H25O4,,,,,MNXM91381,,,,bio/C16H25O4
m00851m,"""3-oxo-8(S)-hydroxy-hexadeca-(6E,10Z)-dienoate""",dcs:CellularCompartmentEnumMitochondria,C16H25O4,,,,,MNXM91381,,,,bio/C16H25O4
m00852c,"""3-oxo-9-cis-eicosenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C41H66N7O18P3S,,,,,,,,,bio/C41H66N7O18P3S
m00853p,"""3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C45H66N7O18P3S,,,,,MNXM164259,,,,bio/C45H66N7O18P3S
m00854m,"""3-oxo-cis,cis-5,8-tetradecadienoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C35H52N7O18P3S,,,,,MNXM166234,,,,bio/C35H52N7O18P3S
m00854p,"""3-oxo-cis,cis-5,8-tetradecadienoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C35H52N7O18P3S,,,,,MNXM166234,,,,bio/C35H52N7O18P3S
m00855m,"""3-oxo-cis,cis-7,10-hexadecadienoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C37H56N7O18P3S,,,,,MNXM166235,,,,bio/C37H56N7O18P3S
m00855p,"""3-oxo-cis,cis-7,10-hexadecadienoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C37H56N7O18P3S,,,,,MNXM166235,,,,bio/C37H56N7O18P3S
m00856c,"""3-oxo-cis-15-tetracosaenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C45H74N7O18P3S,,,,,MNXM163190,,,,bio/C45H74N7O18P3S
m00856p,"""3-oxo-cis-15-tetracosaenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C45H74N7O18P3S,,,,,MNXM163190,,,,bio/C45H74N7O18P3S
m00857c,"""3-oxodecanoyl-[ACP]""",dcs:CellularCompartmentEnumCytosol,C21H37N2O9PRS,,,,C05753,MNXM26616,,,,bio/C21H37N2O9PRS
m00858m,"""3-oxodecanoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C31H48N7O18P3S,3odcoa,"""CHEBI:28528""",,C05265,MNXM677,,440606,,bio/C31H48N7O18P3S
m00858p,"""3-oxodecanoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C31H48N7O18P3S,3odcoa,"""CHEBI:28528""",,C05265,MNXM677,,440606,,bio/C31H48N7O18P3S
m00859c,"""3-oxo-dihomo-gamma-linolenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C41H62N7O18P3S,,,,,MNXM166236,,,,bio/C41H62N7O18P3S
m00859m,"""3-oxo-dihomo-gamma-linolenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C41H62N7O18P3S,,,,,MNXM166236,,,,bio/C41H62N7O18P3S
m00859p,"""3-oxo-dihomo-gamma-linolenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C41H62N7O18P3S,,,,,MNXM166236,,,,bio/C41H62N7O18P3S
m00860c,"""3-oxodocasa-cis,cis-13,16-dienoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H68N7O18P3S,,,,,,,,,bio/C43H68N7O18P3S
m00861c,"""3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H64N7O18P3S,,,,,MNXM164261,,,,bio/C43H64N7O18P3S
m00862c,"""3-oxo-docosa-13,16,19-all-cis-trienoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H66N7O18P3S,,,,,MNXM91381,,,,bio/C43H66N7O18P3S
m00863c,"""3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H62N7O18P3S,,,,,MNXM164262,,,,bio/C43H62N7O18P3S
m00864c,"""3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H64N7O18P3S,,,,,MNXM164263,,,,bio/C43H64N7O18P3S
m00865c,"""3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H66N7O18P3S,,,,,MNXM164264,,,,bio/C43H66N7O18P3S
m00866c,"""3-oxodocosanoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H72N7O18P3S,,,,,MNXM36756,,25229584,,bio/C43H72N7O18P3S
m00866m,"""3-oxodocosanoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C43H72N7O18P3S,,,,,MNXM36756,,25229584,,bio/C43H72N7O18P3S
m00866p,"""3-oxodocosanoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C43H72N7O18P3S,,,,,MNXM36756,,25229584,,bio/C43H72N7O18P3S
m00867c,"""3-oxododecanoyl-[ACP]""",dcs:CellularCompartmentEnumCytosol,C23H41N2O9PRS,,,,C05756,MNXM28933,,,,bio/C23H41N2O9PRS
m00868m,"""3-oxododecanoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C33H52N7O18P3S,3oddcoa,"""CHEBI:27868""",,C05263,MNXM705,,440604,LMFA07050013,bio/C33H52N7O18P3S
