id,name,compartment,chemicalFormula,bigg.metabolite,chebi,chembl,kegg.compound,metanetx.chemical,hmdb,pubchem.compound,lipidmaps,dcid
m01971r,"""glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C70H117N2O55X,g1m7masnC,,,,MNXM7385,,,,bio/C70H117N2O55X
m01972c,"""glucosylceramide pool""",dcs:CellularCompartmentEnumCytosol,C24H46NO7RCO,gluside_hs,"""CHEBI:18368""",,C01190,MNXM5169,,,,bio/C24H46NO7RCO
m01972g,"""glucosylceramide pool""",dcs:CellularCompartmentEnumGolgiApparatus,C24H46NO7RCO,gluside_hs,"""CHEBI:18368""",,C01190,MNXM5169,,,,bio/C24H46NO7RCO
m01972l,"""glucosylceramide pool""",dcs:CellularCompartmentEnumLysosome,C24H46NO7RCO,gluside_hs,"""CHEBI:18368""",,C01190,MNXM5169,,,,bio/C24H46NO7RCO
m01972r,"""glucosylceramide pool""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C24H46NO7RCO,gluside_hs,"""CHEBI:18368""",,C01190,MNXM5169,,,,bio/C24H46NO7RCO
m01972s,"""glucosylceramide pool""",dcs:CellularCompartmentEnumExtracellular,C24H46NO7RCO,gluside_hs,"""CHEBI:18368""",,C01190,MNXM5169,,,,bio/C24H46NO7RCO
m01973c,"""glucuronate""",dcs:CellularCompartmentEnumCytosol,C6H9O7,glcur,"""CHEBI:42717""",,C00191,MNXM241,HMDB00127,444791,,bio/C6H9O7
m01973l,"""glucuronate""",dcs:CellularCompartmentEnumLysosome,C6H9O7,glcur,"""CHEBI:42717""",,C00191,MNXM241,HMDB00127,444791,,bio/C6H9O7
m01973r,"""glucuronate""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C6H9O7,glcur,"""CHEBI:42717""",,C00191,MNXM241,HMDB00127,444791,,bio/C6H9O7
m01974c,"""glutamate""",dcs:CellularCompartmentEnumCytosol,C5H8NO4,glu__L,"""CHEBI:16015""",CHEMBL575060,C00025,MNXM89557,HMDB00148,33032,,bio/CHEMBL575060
m01974l,"""glutamate""",dcs:CellularCompartmentEnumLysosome,C5H8NO4,glu__L,"""CHEBI:16015""",CHEMBL575060,C00025,MNXM89557,HMDB00148,33032,,bio/CHEMBL575060
m01974m,"""glutamate""",dcs:CellularCompartmentEnumMitochondria,C5H8NO4,glu__L,"""CHEBI:16015""",CHEMBL575060,C00025,MNXM89557,HMDB00148,33032,,bio/CHEMBL575060
m01974r,"""glutamate""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C5H8NO4,glu__L,"""CHEBI:16015""",CHEMBL575060,C00025,MNXM89557,HMDB00148,33032,,bio/CHEMBL575060
m01974s,"""glutamate""",dcs:CellularCompartmentEnumExtracellular,C5H8NO4,glu__L,"""CHEBI:16015""",CHEMBL575060,C00025,MNXM89557,HMDB00148,33032,,bio/CHEMBL575060
m01975c,"""glutamine""",dcs:CellularCompartmentEnumCytosol,C5H10N2O3,gln__L,"""CHEBI:18050""",CHEMBL930,C00064,MNXM37,HMDB00641,5961,,bio/CHEMBL930
m01975l,"""glutamine""",dcs:CellularCompartmentEnumLysosome,C5H10N2O3,gln__L,"""CHEBI:18050""",CHEMBL930,C00064,MNXM37,HMDB00641,5961,,bio/CHEMBL930
m01975m,"""glutamine""",dcs:CellularCompartmentEnumMitochondria,C5H10N2O3,gln__L,"""CHEBI:18050""",CHEMBL930,C00064,MNXM37,HMDB00641,5961,,bio/CHEMBL930
m01975s,"""glutamine""",dcs:CellularCompartmentEnumExtracellular,C5H10N2O3,gln__L,"""CHEBI:18050""",CHEMBL930,C00064,MNXM37,HMDB00641,5961,,bio/CHEMBL930
m01976m,"""glutamyl-5-phosphate""",dcs:CellularCompartmentEnumMitochondria,C5H8NO7P,glu5p,"""CHEBI:17798""",,C03287,MNXM1280,,193475,,bio/C5H8NO7P
m01977m,"""glutaryl-CoA""",dcs:CellularCompartmentEnumMitochondria,C26H37N7O19P3S,glutcoa,"""CHEBI:15524""",,C00527,MNXM382,,439252,,bio/C26H37N7O19P3S
m01978c,"""glutathione episulfonium ion""",dcs:CellularCompartmentEnumCytosol,C12H18N3O6S,,,,C14874,MNXM5770,,,,bio/C12H18N3O6S
m01979c,"""glutathionyl-3-hydroxykynurenine glucoside""",dcs:CellularCompartmentEnumCytosol,C26H36N5O14S,,,,,MNXM165154,,,,bio/C26H36N5O14S
m01980c,"""glutathionyl-leukotriene C4""",dcs:CellularCompartmentEnumCytosol,X,,,,,MNXM162246,,,,bio/X
m01980s,"""glutathionyl-leukotriene C4""",dcs:CellularCompartmentEnumExtracellular,X,,,,,MNXM162246,,,,bio/X
m01981c,"""glyceraldehyde""",dcs:CellularCompartmentEnumCytosol,C3H6O3,glyald,"""CHEBI:5445""",CHEMBL173813,C02154,MNXM435,HMDB01051,751,,bio/CHEMBL173813
m01981m,"""glyceraldehyde""",dcs:CellularCompartmentEnumMitochondria,C3H6O3,glyald,"""CHEBI:5445""",CHEMBL173813,C02154,MNXM435,HMDB01051,751,,bio/CHEMBL173813
m01982c,"""glycerate""",dcs:CellularCompartmentEnumCytosol,C3H5O4,glyc__R,"""CHEBI:32398""",,C00258,MNXM189,HMDB00139,439194,,bio/C3H5O4
m01982m,"""glycerate""",dcs:CellularCompartmentEnumMitochondria,C3H5O4,glyc__R,"""CHEBI:32398""",,C00258,MNXM189,HMDB00139,439194,,bio/C3H5O4
m01982s,"""glycerate""",dcs:CellularCompartmentEnumExtracellular,C3H5O4,glyc__R,"""CHEBI:32398""",,C00258,MNXM189,HMDB00139,439194,,bio/C3H5O4
m01983c,"""glycerol""",dcs:CellularCompartmentEnumCytosol,C3H8O3,glyc,"""CHEBI:17522""",,C00116,MNXM89612,HMDB00131,753,,bio/C3H8O3
m01983m,"""glycerol""",dcs:CellularCompartmentEnumMitochondria,C3H8O3,glyc,"""CHEBI:17522""",,C00116,MNXM89612,HMDB00131,753,,bio/C3H8O3
m01983s,"""glycerol""",dcs:CellularCompartmentEnumExtracellular,C3H8O3,glyc,"""CHEBI:17522""",,C00116,MNXM89612,HMDB00131,753,,bio/C3H8O3
m01984s,"""glycerone""",dcs:CellularCompartmentEnumExtracellular,C3H6O3,dha,"""CHEBI:16016""",CHEMBL1229937,C00184,MNXM460,,670,,bio/CHEMBL1229937
m01985c,"""glycinamide""",dcs:CellularCompartmentEnumCytosol,C2H7N2O,,,,,MNXM18177,,,,bio/C2H7N2O
m01986c,"""glycine""",dcs:CellularCompartmentEnumCytosol,C2H5NO2,gly,"""CHEBI:15428""",CHEMBL773,C00037,MNXM29,HMDB00123,750,,bio/CHEMBL773
m01986l,"""glycine""",dcs:CellularCompartmentEnumLysosome,C2H5NO2,gly,"""CHEBI:15428""",CHEMBL773,C00037,MNXM29,HMDB00123,750,,bio/CHEMBL773
m01986m,"""glycine""",dcs:CellularCompartmentEnumMitochondria,C2H5NO2,gly,"""CHEBI:15428""",CHEMBL773,C00037,MNXM29,HMDB00123,750,,bio/CHEMBL773
m01986p,"""glycine""",dcs:CellularCompartmentEnumPeroxisome,C2H5NO2,gly,"""CHEBI:15428""",CHEMBL773,C00037,MNXM29,HMDB00123,750,,bio/CHEMBL773
m01986s,"""glycine""",dcs:CellularCompartmentEnumExtracellular,C2H5NO2,gly,"""CHEBI:15428""",CHEMBL773,C00037,MNXM29,HMDB00123,750,,bio/CHEMBL773
m01987c,"""glycochenodeoxycholate""",dcs:CellularCompartmentEnumCytosol,C26H43NO5,dgchol,"""CHEBI:36274""",CHEMBL1552,C05466,MNXM8391,HMDB00637,22833540,,bio/CHEMBL1552
m01987s,"""glycochenodeoxycholate""",dcs:CellularCompartmentEnumExtracellular,C26H43NO5,dgchol,"""CHEBI:36274""",CHEMBL1552,C05466,MNXM8391,HMDB00637,22833540,,bio/CHEMBL1552
m01988c,"""glycocholate""",dcs:CellularCompartmentEnumCytosol,C26H43NO6,gchola,"""CHEBI:29746""",,C01921,MNXM162346,HMDB00138,23617285,LMST05030001,bio/C26H43NO6
m01988s,"""glycocholate""",dcs:CellularCompartmentEnumExtracellular,C26H43NO6,gchola,"""CHEBI:29746""",,C01921,MNXM162346,HMDB00138,23617285,LMST05030001,bio/C26H43NO6
m01989c,"""glycodeoxycholate""",dcs:CellularCompartmentEnumCytosol,C26H43NO5,,"""CHEBI:27471""",CHEMBL258605,C05464,MNXM8677,,,LMST05030006,bio/CHEMBL258605
m01989s,"""glycodeoxycholate""",dcs:CellularCompartmentEnumExtracellular,C26H43NO5,,"""CHEBI:27471""",CHEMBL258605,C05464,MNXM8677,,,LMST05030006,bio/CHEMBL258605
m01990c,"""glycogenin G11""",dcs:CellularCompartmentEnumCytosol,C1845H2835N455O583S14,glygn1,,,,MNXM11714,,,,bio/C1845H2835N455O583S14
m01991c,"""glycogenin G4G4""",dcs:CellularCompartmentEnumCytosol,C1827H2805N455O568S14,dxtrn,,,,MNXM12672,,,,bio/C1827H2805N455O568S14
m01992c,"""glycogenin G4G7""",dcs:CellularCompartmentEnumCytosol,C1845H2835N455O583S14,glygn2,,,,MNXM8681,,,,bio/C1845H2835N455O583S14
m01993c,"""glycogenin G7""",dcs:CellularCompartmentEnumCytosol,C1821H2795N455O563S14,glygn3,,,,MNXM11715,,,,bio/C1821H2795N455O563S14
m01994c,"""glycogenin G7G1""",dcs:CellularCompartmentEnumCytosol,C1827H2805N455O568S14,,,,,MNXM164816,,,,bio/C1827H2805N455O568S14
m01995c,"""glycogenin G8""",dcs:CellularCompartmentEnumCytosol,C1827H2805N455O568S14,,,,,MNXM12747,,,,bio/C1827H2805N455O568S14
m01996c,"""glycogenin""",dcs:CellularCompartmentEnumCytosol,C1779H2725N455O528S14,ggn,,,C01702,MNXM12747,,,,bio/C1779H2725N455O528S14
m01997c,"""glycolaldehyde""",dcs:CellularCompartmentEnumCytosol,C2H4O2,gcald,"""CHEBI:17071""",CHEMBL3884509,C00266,MNXM349,HMDB03344,756,,bio/CHEMBL3884509
m01997m,"""glycolaldehyde""",dcs:CellularCompartmentEnumMitochondria,C2H4O2,gcald,"""CHEBI:17071""",CHEMBL3884509,C00266,MNXM349,HMDB03344,756,,bio/CHEMBL3884509
m01998c,"""glycolate""",dcs:CellularCompartmentEnumCytosol,C2H3O3,glyclt,"""CHEBI:17497""",CHEMBL252557,C00160,MNXM222,HMDB00115,757,,bio/CHEMBL252557
m01998m,"""glycolate""",dcs:CellularCompartmentEnumMitochondria,C2H3O3,glyclt,"""CHEBI:17497""",CHEMBL252557,C00160,MNXM222,HMDB00115,757,,bio/CHEMBL252557
m01998p,"""glycolate""",dcs:CellularCompartmentEnumPeroxisome,C2H3O3,glyclt,"""CHEBI:17497""",CHEMBL252557,C00160,MNXM222,HMDB00115,757,,bio/CHEMBL252557
m01999c,"""glycolipid""",dcs:CellularCompartmentEnumCytosol,C56H99N2O30RCO,,,,,MNXM8835,,,,bio/C56H99N2O30RCO
m01999g,"""glycolipid""",dcs:CellularCompartmentEnumGolgiApparatus,C56H99N2O30RCO,,,,,MNXM8835,,,,bio/C56H99N2O30RCO
m01999s,"""glycolipid""",dcs:CellularCompartmentEnumExtracellular,C56H99N2O30RCO,,,,,MNXM8835,,,,bio/C56H99N2O30RCO
m02000c,"""glycolithocholate""",dcs:CellularCompartmentEnumCytosol,C26H42NO4,,"""CHEBI:37998""",CHEMBL258818,C15557,MNXM4602,,115245,,bio/CHEMBL258818
m02000p,"""glycolithocholate""",dcs:CellularCompartmentEnumPeroxisome,C26H42NO4,,"""CHEBI:37998""",CHEMBL258818,C15557,MNXM4602,,115245,,bio/CHEMBL258818
m02000s,"""glycolithocholate""",dcs:CellularCompartmentEnumExtracellular,C26H42NO4,,"""CHEBI:37998""",CHEMBL258818,C15557,MNXM4602,,115245,,bio/CHEMBL258818
m02001r,"""glycophosphatidylinositol-(GPI)-anchored-protein-precursor""",dcs:CellularCompartmentEnumEndoplasmicReticulum,XY,pre_prot,,,,MNXM7401,,,,bio/XY
m02001c,"""glycophosphatidylinositol-(GPI)-anchored-protein-precursor""",dcs:CellularCompartmentEnumCytosol,XY,pre_prot,,,,MNXM7401,,,,bio/XY
m02001s,"""glycophosphatidylinositol-(GPI)-anchored-protein-precursor""",dcs:CellularCompartmentEnumExtracellular,XY,pre_prot,,,,MNXM7401,,,,bio/XY
m02002c,"""glycoprotein-N-acetyl-D-glucosaminyl-phospho-D-mannose""",dcs:CellularCompartmentEnumCytosol,C14H25NO14PR,,,,C04755,MNXM4604,,,,bio/C14H25NO14PR
m02003c,"""glycoprotein-phospho-D-mannose""",dcs:CellularCompartmentEnumCytosol,C6H12O9PR,,,,C04010,MNXM8682,,,,bio/C6H12O9PR
m02004c,"""glycoursodeoxycholate""",dcs:CellularCompartmentEnumCytosol,C26H43NO5,,,,,MNXM162410,HMDB00708,,,bio/C26H43NO5
m02004s,"""glycoursodeoxycholate""",dcs:CellularCompartmentEnumExtracellular,C26H43NO5,,,,,MNXM162410,HMDB00708,,,bio/C26H43NO5
m02005c,"""glycylpeptide""",dcs:CellularCompartmentEnumCytosol,C4H7N2O3R,,"""CHEBI:16462""",,C02038,MNXM96362,,,,bio/C4H7N2O3R
m02006c,"""glycyl-tRNA(gly)""",dcs:CellularCompartmentEnumCytosol,C2H5NOR,,"""CHEBI:29156""",,C02412,MNXM89763,,,,bio/C2H5NOR
m02007c,"""glyoxalate""",dcs:CellularCompartmentEnumCytosol,C2H1O3,glx,"""CHEBI:16891""",CHEMBL1162545,C00048,MNXM69,HMDB00119,760,,bio/CHEMBL1162545
m02007m,"""glyoxalate""",dcs:CellularCompartmentEnumMitochondria,C2H1O3,glx,"""CHEBI:16891""",CHEMBL1162545,C00048,MNXM69,HMDB00119,760,,bio/CHEMBL1162545
m02007p,"""glyoxalate""",dcs:CellularCompartmentEnumPeroxisome,C2H1O3,glx,"""CHEBI:16891""",CHEMBL1162545,C00048,MNXM69,HMDB00119,760,,bio/CHEMBL1162545
m02008c,"""GM1""",dcs:CellularCompartmentEnumCytosol,C56H95N3O31R,gm1_hs,"""CHEBI:18216""",,C04911,MNXM164818,HMDB00117,,LMSP0601AP00,bio/C56H95N3O31R
m02008g,"""GM1""",dcs:CellularCompartmentEnumGolgiApparatus,C56H95N3O31R,gm1_hs,"""CHEBI:18216""",,C04911,MNXM164818,HMDB00117,,LMSP0601AP00,bio/C56H95N3O31R
m02008l,"""GM1""",dcs:CellularCompartmentEnumLysosome,C56H95N3O31R,gm1_hs,"""CHEBI:18216""",,C04911,MNXM164818,HMDB00117,,LMSP0601AP00,bio/C56H95N3O31R
m02009g,"""GM1alpha""",dcs:CellularCompartmentEnumGolgiApparatus,C55H95N3O30RCO,gm1a_hs,,,,MNXM92361,,,,bio/C55H95N3O30RCO
m02010c,"""GM1b""",dcs:CellularCompartmentEnumCytosol,C55H95N3O30RCO,gm1b_hs,,,G00125,MNXM8685,,,,bio/C55H95N3O30RCO
m02010g,"""GM1b""",dcs:CellularCompartmentEnumGolgiApparatus,C55H95N3O30RCO,gm1b_hs,,,G00125,MNXM8685,,,,bio/C55H95N3O30RCO
m02011c,"""GM2""",dcs:CellularCompartmentEnumCytosol,C50H85N3O26R,gm2_hs,"""CHEBI:51013""",,C04884,MNXM164819,HMDB04936,20057332,LMSP0601AM00,bio/C50H85N3O26R
m02011g,"""GM2""",dcs:CellularCompartmentEnumGolgiApparatus,C50H85N3O26R,gm2_hs,"""CHEBI:51013""",,C04884,MNXM164819,HMDB04936,20057332,LMSP0601AM00,bio/C50H85N3O26R
m02011l,"""GM2""",dcs:CellularCompartmentEnumLysosome,C50H85N3O26R,gm2_hs,"""CHEBI:51013""",,C04884,MNXM164819,HMDB04936,20057332,LMSP0601AM00,bio/C50H85N3O26R
m02012c,"""GM2A""",dcs:CellularCompartmentEnumCytosol,C940H1502N232O275S12,,,,,,,,PROTEIN,bio/C940H1502N232O275S12
m02012l,"""GM2A""",dcs:CellularCompartmentEnumLysosome,C940H1502N232O275S12,,,,,,,,PROTEIN,bio/C940H1502N232O275S12
m02013l,"""GM2A-GM2""",dcs:CellularCompartmentEnumLysosome,C990H1587N235O301S12R,,,,,,,,,bio/C990H1587N235O301S12R
m02014g,"""GM2alpha""",dcs:CellularCompartmentEnumGolgiApparatus,C49H85N3O25RCO,gm2a_hs,,,,MNXM92362,,,,bio/C49H85N3O25RCO
m02015c,"""GM3""",dcs:CellularCompartmentEnumCytosol,C41H72N2O20RCO,gm3_hs,"""CHEBI:15681""",,C04730,MNXM8636,,,LMSP0601AJ00,bio/C41H72N2O20RCO
m02015g,"""GM3""",dcs:CellularCompartmentEnumGolgiApparatus,C41H72N2O20RCO,gm3_hs,"""CHEBI:15681""",,C04730,MNXM8636,,,LMSP0601AJ00,bio/C41H72N2O20RCO
m02015l,"""GM3""",dcs:CellularCompartmentEnumLysosome,C41H72N2O20RCO,gm3_hs,"""CHEBI:15681""",,C04730,MNXM8636,,,LMSP0601AJ00,bio/C41H72N2O20RCO
m02016c,"""GMP""",dcs:CellularCompartmentEnumCytosol,C10H12N5O8P,gmp,"""CHEBI:17345""",CHEMBL283807,C00144,MNXM113,,6804,,bio/CHEMBL283807
m02016g,"""GMP""",dcs:CellularCompartmentEnumGolgiApparatus,C10H12N5O8P,gmp,"""CHEBI:17345""",CHEMBL283807,C00144,MNXM113,,6804,,bio/CHEMBL283807
m02016l,"""GMP""",dcs:CellularCompartmentEnumLysosome,C10H12N5O8P,gmp,"""CHEBI:17345""",CHEMBL283807,C00144,MNXM113,,6804,,bio/CHEMBL283807
m02016m,"""GMP""",dcs:CellularCompartmentEnumMitochondria,C10H12N5O8P,gmp,"""CHEBI:17345""",CHEMBL283807,C00144,MNXM113,,6804,,bio/CHEMBL283807
m02016n,"""GMP""",dcs:CellularCompartmentEnumNucleus,C10H12N5O8P,gmp,"""CHEBI:17345""",CHEMBL283807,C00144,MNXM113,,6804,,bio/CHEMBL283807
m02016s,"""GMP""",dcs:CellularCompartmentEnumExtracellular,C10H12N5O8P,gmp,"""CHEBI:17345""",CHEMBL283807,C00144,MNXM113,,6804,,bio/CHEMBL283807
m02017c,"""GO3P""",dcs:CellularCompartmentEnumCytosol,C19H37O6P,,,,,MNXM588651,,,LMGP10070003,bio/C19H37O6P
m02017p,"""GO3P""",dcs:CellularCompartmentEnumPeroxisome,C19H37O6P,,,,,MNXM588651,,,LMGP10070003,bio/C19H37O6P
m02018c,"""GP1c""",dcs:CellularCompartmentEnumCytosol,C99H159N7O62RCO,gp1c_hs,,,,MNXM8689,,,,bio/C99H159N7O62RCO
m02018g,"""GP1c""",dcs:CellularCompartmentEnumGolgiApparatus,C99H159N7O62RCO,gp1c_hs,,,,MNXM8689,,,,bio/C99H159N7O62RCO
m02018s,"""GP1c""",dcs:CellularCompartmentEnumExtracellular,C99H159N7O62RCO,gp1c_hs,,,,MNXM8689,,,,bio/C99H159N7O62RCO
m02019c,"""GP1calpha""",dcs:CellularCompartmentEnumCytosol,C99H159N7O62RCO,gp1calpha_hs,,,,MNXM8690,,,,bio/C99H159N7O62RCO
m02019g,"""GP1calpha""",dcs:CellularCompartmentEnumGolgiApparatus,C99H159N7O62RCO,gp1calpha_hs,,,,MNXM8690,,,,bio/C99H159N7O62RCO
m02019s,"""GP1calpha""",dcs:CellularCompartmentEnumExtracellular,C99H159N7O62RCO,gp1calpha_hs,,,,MNXM8690,,,,bio/C99H159N7O62RCO
m02020r,"""gpi heparan sulfate""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C57H106N4O42P4R2,gpi_hs,,,,MNXM6282,,,,bio/C57H106N4O42P4R2
m02021r,"""gpi_prot heparan sulfate""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C57H106N4O42P4R2X,gpi_prot_hs,,,,MNXM11720,,,,bio/C57H106N4O42P4R2X
m02022r,"""gpi_sig""",dcs:CellularCompartmentEnumEndoplasmicReticulum,Y,gpi_sig,,,,MNXM6283,,,,bio/Y
m02022c,"""gpi_sig""",dcs:CellularCompartmentEnumCytosol,Y,gpi_sig,,,,MNXM6283,,,,bio/Y
m02022s,"""gpi_sig""",dcs:CellularCompartmentEnumExtracellular,Y,gpi_sig,,,,MNXM6283,,,,bio/Y
m02023c,"""GQ1b""",dcs:CellularCompartmentEnumCytosol,C88H143N6O54RCO,gq1b_hs,"""CHEBI:27515""",,C06139,MNXM8691,,,,bio/C88H143N6O54RCO
m02023g,"""GQ1b""",dcs:CellularCompartmentEnumGolgiApparatus,C88H143N6O54RCO,gq1b_hs,"""CHEBI:27515""",,C06139,MNXM8691,,,,bio/C88H143N6O54RCO
m02023s,"""GQ1b""",dcs:CellularCompartmentEnumExtracellular,C88H143N6O54RCO,gq1b_hs,"""CHEBI:27515""",,C06139,MNXM8691,,,,bio/C88H143N6O54RCO
m02024c,"""GQ1balpha""",dcs:CellularCompartmentEnumCytosol,C88H143N6O54RCO,gq1balpha_hs,,,G00129,MNXM7405,,,,bio/C88H143N6O54RCO
m02024g,"""GQ1balpha""",dcs:CellularCompartmentEnumGolgiApparatus,C88H143N6O54RCO,gq1balpha_hs,,,G00129,MNXM7405,,,,bio/C88H143N6O54RCO
m02024s,"""GQ1balpha""",dcs:CellularCompartmentEnumExtracellular,C88H143N6O54RCO,gq1balpha_hs,,,G00129,MNXM7405,,,,bio/C88H143N6O54RCO
m02025c,"""GQ1c""",dcs:CellularCompartmentEnumCytosol,C88H143N6O54RCO,gq1c_hs,,,G00121,MNXM8692,,,,bio/C88H143N6O54RCO
m02025g,"""GQ1c""",dcs:CellularCompartmentEnumGolgiApparatus,C88H143N6O54RCO,gq1c_hs,,,G00121,MNXM8692,,,,bio/C88H143N6O54RCO
m02026c,"""GSH""",dcs:CellularCompartmentEnumCytosol,C10H16N3O6S,gthrd,"""CHEBI:16856""",CHEMBL1543,C00051,MNXM57,HMDB00125,124886,,bio/CHEMBL1543
m02026m,"""GSH""",dcs:CellularCompartmentEnumMitochondria,C10H16N3O6S,gthrd,"""CHEBI:16856""",CHEMBL1543,C00051,MNXM57,HMDB00125,124886,,bio/CHEMBL1543
m02026p,"""GSH""",dcs:CellularCompartmentEnumPeroxisome,C10H16N3O6S,gthrd,"""CHEBI:16856""",CHEMBL1543,C00051,MNXM57,HMDB00125,124886,,bio/CHEMBL1543
m02026r,"""GSH""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C10H16N3O6S,gthrd,"""CHEBI:16856""",CHEMBL1543,C00051,MNXM57,HMDB00125,124886,,bio/CHEMBL1543
m02026s,"""GSH""",dcs:CellularCompartmentEnumExtracellular,C10H16N3O6S,gthrd,"""CHEBI:16856""",CHEMBL1543,C00051,MNXM57,HMDB00125,124886,,bio/CHEMBL1543
m02027c,"""GSSG""",dcs:CellularCompartmentEnumCytosol,C20H30N6O12S2,gthox,"""CHEBI:17858""",CHEMBL1372,C00127,MNXM151,HMDB03337,975,,bio/CHEMBL1372
m02027m,"""GSSG""",dcs:CellularCompartmentEnumMitochondria,C20H30N6O12S2,gthox,"""CHEBI:17858""",CHEMBL1372,C00127,MNXM151,HMDB03337,975,,bio/CHEMBL1372
m02027r,"""GSSG""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C20H30N6O12S2,gthox,"""CHEBI:17858""",CHEMBL1372,C00127,MNXM151,HMDB03337,975,,bio/CHEMBL1372
m02027s,"""GSSG""",dcs:CellularCompartmentEnumExtracellular,C20H30N6O12S2,gthox,"""CHEBI:17858""",CHEMBL1372,C00127,MNXM151,HMDB03337,975,,bio/CHEMBL1372
m02028c,"""GT1a""",dcs:CellularCompartmentEnumCytosol,C77H127N5O46RCO,gt1a_hs,"""CHEBI:27691""",,C06138,MNXM8693,,,,bio/C77H127N5O46RCO
m02028g,"""GT1a""",dcs:CellularCompartmentEnumGolgiApparatus,C77H127N5O46RCO,gt1a_hs,"""CHEBI:27691""",,C06138,MNXM8693,,,,bio/C77H127N5O46RCO
m02028s,"""GT1a""",dcs:CellularCompartmentEnumExtracellular,C77H127N5O46RCO,gt1a_hs,"""CHEBI:27691""",,C06138,MNXM8693,,,,bio/C77H127N5O46RCO
m02029c,"""GT1aalpha""",dcs:CellularCompartmentEnumCytosol,C77H127N5O46RCO,gt1alpha_hs,,,G00128,MNXM8694,,,,bio/C77H127N5O46RCO
m02029g,"""GT1aalpha""",dcs:CellularCompartmentEnumGolgiApparatus,C77H127N5O46RCO,gt1alpha_hs,,,G00128,MNXM8694,,,,bio/C77H127N5O46RCO
m02030c,"""GT1b""",dcs:CellularCompartmentEnumCytosol,C77H127N5O46RCO,gt1b_hs,"""CHEBI:28058""",,C06140,MNXM8695,,,,bio/C77H127N5O46RCO
m02030g,"""GT1b""",dcs:CellularCompartmentEnumGolgiApparatus,C77H127N5O46RCO,gt1b_hs,"""CHEBI:28058""",,C06140,MNXM8695,,,,bio/C77H127N5O46RCO
m02031c,"""GT1c""",dcs:CellularCompartmentEnumCytosol,C77H127N5O46RCO,gt1c_hs,,,G00120,MNXM11730,,,,bio/C77H127N5O46RCO
m02031g,"""GT1c""",dcs:CellularCompartmentEnumGolgiApparatus,C77H127N5O46RCO,gt1c_hs,,,G00120,MNXM11730,,,,bio/C77H127N5O46RCO
m02032c,"""GT2""",dcs:CellularCompartmentEnumCytosol,C71H117N5O41RCO,gt2_hs,,,G00119,MNXM11731,,,,bio/C71H117N5O41RCO
m02032g,"""GT2""",dcs:CellularCompartmentEnumGolgiApparatus,C71H117N5O41RCO,gt2_hs,,,G00119,MNXM11731,,,,bio/C71H117N5O41RCO
m02033c,"""GT3""",dcs:CellularCompartmentEnumCytosol,C63H104N4O36RCO,gt3_hs,"""CHEBI:28541""",,C06299,MNXM7406,,,,bio/C63H104N4O36RCO
m02033g,"""GT3""",dcs:CellularCompartmentEnumGolgiApparatus,C63H104N4O36RCO,gt3_hs,"""CHEBI:28541""",,C06299,MNXM7406,,,,bio/C63H104N4O36RCO
m02034c,"""GTP""",dcs:CellularCompartmentEnumCytosol,C10H12N5O14P3,gtp,"""CHEBI:15996""",CHEMBL1233147,C00044,MNXM51,HMDB01273,6830,,bio/CHEMBL1233147
m02034m,"""GTP""",dcs:CellularCompartmentEnumMitochondria,C10H12N5O14P3,gtp,"""CHEBI:15996""",CHEMBL1233147,C00044,MNXM51,HMDB01273,6830,,bio/CHEMBL1233147
m02034n,"""GTP""",dcs:CellularCompartmentEnumNucleus,C10H12N5O14P3,gtp,"""CHEBI:15996""",CHEMBL1233147,C00044,MNXM51,HMDB01273,6830,,bio/CHEMBL1233147
m02034s,"""GTP""",dcs:CellularCompartmentEnumExtracellular,C10H12N5O14P3,gtp,"""CHEBI:15996""",CHEMBL1233147,C00044,MNXM51,HMDB01273,6830,,bio/CHEMBL1233147
m02035c,"""guanidine""",dcs:CellularCompartmentEnumCytosol,CH5N3,,"""CHEBI:42820""",CHEMBL821,,MNXM2828,,,,bio/CHEMBL821
m02035s,"""guanidine""",dcs:CellularCompartmentEnumExtracellular,CH5N3,,"""CHEBI:42820""",CHEMBL821,,MNXM2828,,,,bio/CHEMBL821
m02036c,"""guanidinoacetate""",dcs:CellularCompartmentEnumCytosol,C3H7N3O2,gudac,"""CHEBI:16344""",CHEMBL281593,C00581,MNXM163818,HMDB00128,763,,bio/CHEMBL281593
m02037c,"""guanine""",dcs:CellularCompartmentEnumCytosol,C5H5N5O,gua,"""CHEBI:16235""",CHEMBL219568,C00242,MNXM259,HMDB00132,764,,bio/CHEMBL219568
m02037s,"""guanine""",dcs:CellularCompartmentEnumExtracellular,C5H5N5O,gua,"""CHEBI:16235""",CHEMBL219568,C00242,MNXM259,HMDB00132,764,,bio/CHEMBL219568
