id,compartment,metabolite_dcid
m03079c,dcs:CellularCompartmentCytosol,bio/MNXM90883
m03080c,dcs:CellularCompartmentCytosol,bio/MNXM90755
m03081c,dcs:CellularCompartmentCytosol,bio/MNXM90668
m03082c,dcs:CellularCompartmentCytosol,bio/MNXM90885
m03083c,dcs:CellularCompartmentCytosol,bio/MNXM91319
m03084c,dcs:CellularCompartmentCytosol,bio/MNXM3723
m03085c,dcs:CellularCompartmentCytosol,bio/MNXM13167
m03086c,dcs:CellularCompartmentCytosol,bio/MNXM13168
m03087c,dcs:CellularCompartmentCytosol,bio/MNXM96319
m03088c,dcs:CellularCompartmentCytosol,bio/CHEMBL6640
m03089c,dcs:CellularCompartmentCytosol,bio/CHEMBL54976
m03089l,dcs:CellularCompartmentLysosome,bio/CHEMBL54976
m03089s,dcs:CellularCompartmentExtracellular,bio/CHEMBL54976
m03090c,dcs:CellularCompartmentCytosol,bio/MNXM41055
m03090g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM41055
m03091c,dcs:CellularCompartmentCytosol,bio/MNXM163600
m03091g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM163600
m03092g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM91322
m03093c,dcs:CellularCompartmentCytosol,bio/MNXM4446
m03094c,dcs:CellularCompartmentCytosol,bio/MNXM96341
m03095g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7855
m03096c,dcs:CellularCompartmentCytosol,bio/MNXM9196
m03096g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9196
m03096s,dcs:CellularCompartmentExtracellular,bio/MNXM9196
m03097c,dcs:CellularCompartmentCytosol,bio/MNXM13200
m03097g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM13200
m03098c,dcs:CellularCompartmentCytosol,bio/MNXM9197
m03098g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9197
m03098s,dcs:CellularCompartmentExtracellular,bio/MNXM9197
m03099c,dcs:CellularCompartmentCytosol,bio/CHEMBL11608
m03100c,dcs:CellularCompartmentCytosol,bio/MNXM13201
m03100s,dcs:CellularCompartmentExtracellular,bio/MNXM13201
m03101c,dcs:CellularCompartmentCytosol,bio/CHEMBL925
m03101l,dcs:CellularCompartmentLysosome,bio/CHEMBL925
m03101m,dcs:CellularCompartmentMitochondria,bio/CHEMBL925
m03101s,dcs:CellularCompartmentExtracellular,bio/CHEMBL925
m03102m,dcs:CellularCompartmentMitochondria,bio/MNXM9200
m03103m,dcs:CellularCompartmentMitochondria,bio/MNXM8440
m03104c,dcs:CellularCompartmentCytosol,bio/MNXM13207
m03105c,dcs:CellularCompartmentCytosol,bio/MNXM906
m03106c,dcs:CellularCompartmentCytosol,bio/CHEMBL130266
m03106g,dcs:CellularCompartmentGolgiApparatus,bio/CHEMBL130266
m03106l,dcs:CellularCompartmentLysosome,bio/CHEMBL130266
m03106m,dcs:CellularCompartmentMitochondria,bio/CHEMBL130266
m03106n,dcs:CellularCompartmentNucleus,bio/CHEMBL130266
m03106r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL130266
m03106s,dcs:CellularCompartmentExtracellular,bio/CHEMBL130266
m03107c,dcs:CellularCompartmentCytosol,bio/CHEMBL439009
m03107g,dcs:CellularCompartmentGolgiApparatus,bio/CHEMBL439009
m03107r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL439009
m03108c,dcs:CellularCompartmentCytosol,bio/MNXM52
m03108g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM52
m03108r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM52
m03109c,dcs:CellularCompartmentCytosol,bio/CHEMBL228057
m03109g,dcs:CellularCompartmentGolgiApparatus,bio/CHEMBL228057
m03109r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL228057
m03110c,dcs:CellularCompartmentCytosol,bio/MNXM162233
m03110g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM162233
m03110l,dcs:CellularCompartmentLysosome,bio/MNXM162233
m03110r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM162233
m03111c,dcs:CellularCompartmentCytosol,bio/CHEMBL388154
m03111g,dcs:CellularCompartmentGolgiApparatus,bio/CHEMBL388154
m03111r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL388154
m03112c,dcs:CellularCompartmentCytosol,bio/MNXM284
m03112g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM284
m03112r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM284
m03113c,dcs:CellularCompartmentCytosol,bio/CHEMBL51628
m03113s,dcs:CellularCompartmentExtracellular,bio/CHEMBL51628
m03114c,dcs:CellularCompartmentCytosol,bio/CHEMBL214393
m03114g,dcs:CellularCompartmentGolgiApparatus,bio/CHEMBL214393
m03114l,dcs:CellularCompartmentLysosome,bio/CHEMBL214393
m03114m,dcs:CellularCompartmentMitochondria,bio/CHEMBL214393
m03114n,dcs:CellularCompartmentNucleus,bio/CHEMBL214393
m03114r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL214393
m03114s,dcs:CellularCompartmentExtracellular,bio/CHEMBL214393
m03115c,dcs:CellularCompartmentCytosol,bio/undecanoyl-[ACP]
m03116c,dcs:CellularCompartmentCytosol,bio/MNXM88496
m03116m,dcs:CellularCompartmentMitochondria,bio/MNXM88496
m03117c,dcs:CellularCompartmentCytosol,bio/CHEMBL108030
m03117s,dcs:CellularCompartmentExtracellular,bio/CHEMBL108030
m03118c,dcs:CellularCompartmentCytosol,bio/CHEMBL566
m03118s,dcs:CellularCompartmentExtracellular,bio/CHEMBL566
m03119c,dcs:CellularCompartmentCytosol,bio/MNXM162033
m03120c,dcs:CellularCompartmentCytosol,bio/CHEMBL792
m03120p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL792
m03120s,dcs:CellularCompartmentExtracellular,bio/CHEMBL792
m03121c,dcs:CellularCompartmentCytosol,bio/CHEMBL985
m03121m,dcs:CellularCompartmentMitochondria,bio/CHEMBL985
m03121s,dcs:CellularCompartmentExtracellular,bio/CHEMBL985
m03122c,dcs:CellularCompartmentCytosol,bio/MNXM490
m03123c,dcs:CellularCompartmentCytosol,bio/CHEMBL100259
m03123l,dcs:CellularCompartmentLysosome,bio/CHEMBL100259
m03123m,dcs:CellularCompartmentMitochondria,bio/CHEMBL100259
m03123n,dcs:CellularCompartmentNucleus,bio/CHEMBL100259
m03123s,dcs:CellularCompartmentExtracellular,bio/CHEMBL100259
m03124c,dcs:CellularCompartmentCytosol,bio/CHEMBL1236602
m03125c,dcs:CellularCompartmentCytosol,bio/MNXM9220
m03126c,dcs:CellularCompartmentCytosol,bio/MNXM6473
m03127c,dcs:CellularCompartmentCytosol,bio/MNXM1123
m03128c,dcs:CellularCompartmentCytosol,bio/MNXM414
m03129c,dcs:CellularCompartmentCytosol,bio/CHEMBL1551
m03129s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1551
m03130c,dcs:CellularCompartmentCytosol,bio/CHEMBL336296
m03130m,dcs:CellularCompartmentMitochondria,bio/CHEMBL336296
m03130n,dcs:CellularCompartmentNucleus,bio/CHEMBL336296
m03130s,dcs:CellularCompartmentExtracellular,bio/CHEMBL336296
m03131c,dcs:CellularCompartmentCytosol,bio/MNXM722423
m03131s,dcs:CellularCompartmentExtracellular,bio/MNXM722423
m03132c,dcs:CellularCompartmentCytosol,bio/MNXM13386
m03133c,dcs:CellularCompartmentCytosol,bio/MNXM13247
m03133g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM13247
m03134c,dcs:CellularCompartmentCytosol,bio/CHEMBL268736
m03134s,dcs:CellularCompartmentExtracellular,bio/CHEMBL268736
m03135c,dcs:CellularCompartmentCytosol,bio/CHEMBL43068
m03135l,dcs:CellularCompartmentLysosome,bio/CHEMBL43068
m03135m,dcs:CellularCompartmentMitochondria,bio/CHEMBL43068
m03135s,dcs:CellularCompartmentExtracellular,bio/CHEMBL43068
m03136c,dcs:CellularCompartmentCytosol,bio/MNXM163196
m03137c,dcs:CellularCompartmentCytosol,bio/MNXM7881
m03137g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7881
m03138c,dcs:CellularCompartmentCytosol,bio/MNXM9231
m03138g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9231
m03138s,dcs:CellularCompartmentExtracellular,bio/MNXM9231
m03141c,dcs:CellularCompartmentCytosol,bio/CHEMBL1536
m03141m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1536
m03141s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1536
m03142c,dcs:CellularCompartmentCytosol,bio/MNXM1320
m03142m,dcs:CellularCompartmentMitochondria,bio/MNXM1320
m03142s,dcs:CellularCompartmentExtracellular,bio/MNXM1320
m03144c,dcs:CellularCompartmentCytosol,bio/MNXM169418
m03145c,dcs:CellularCompartmentCytosol,bio/MNXM4872
m03146l,dcs:CellularCompartmentLysosome,bio/VLDL remnant
m03146s,dcs:CellularCompartmentExtracellular,bio/VLDL remnant
m03147r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM88829
m03147s,dcs:CellularCompartmentExtracellular,bio/MNXM88829
m03148c,dcs:CellularCompartmentCytosol,bio/CHEMBL1424
m03148p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1424
m03149c,dcs:CellularCompartmentCytosol,bio/CHEMBL402439
m03150c,dcs:CellularCompartmentCytosol,bio/CHEMBL1206243
m03151c,dcs:CellularCompartmentCytosol,bio/MNXM5989
m03151s,dcs:CellularCompartmentExtracellular,bio/MNXM5989
m03152c,dcs:CellularCompartmentCytosol,bio/MNXM89165
m03153c,dcs:CellularCompartmentCytosol,bio/MNXM29138
m03153l,dcs:CellularCompartmentLysosome,bio/MNXM29138
m03153r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM29138
m03153s,dcs:CellularCompartmentExtracellular,bio/MNXM29138
m03154c,dcs:CellularCompartmentCytosol,bio/MNXM1860
m03154s,dcs:CellularCompartmentExtracellular,bio/MNXM1860
m03155c,dcs:CellularCompartmentCytosol,bio/MNXM510
m03155s,dcs:CellularCompartmentExtracellular,bio/MNXM510
m03156g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9241
m03156r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM9241
m03157c,dcs:CellularCompartmentCytosol,bio/CHEMBL1236970
m03157g,dcs:CellularCompartmentGolgiApparatus,bio/CHEMBL1236970
m03157r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1236970
m03157s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1236970
m03158c,dcs:CellularCompartmentCytosol,bio/CHEMBL4171014
m03159c,dcs:CellularCompartmentCytosol,bio/MNXM1587
m03160l,dcs:CellularCompartmentLysosome,bio/MNXM147517
m03161c,dcs:CellularCompartmentCytosol,bio/MNXM55375
m03161s,dcs:CellularCompartmentExtracellular,bio/MNXM55375
m03162c,dcs:CellularCompartmentCytosol,bio/CHEMBL92636
m03163c,dcs:CellularCompartmentCytosol,bio/MNXM5183
m03164c,dcs:CellularCompartmentCytosol,bio/CHEMBL299420
m03165c,dcs:CellularCompartmentCytosol,bio/MNXM44065
m03166c,dcs:CellularCompartmentCytosol,bio/MNXM12925
m03167c,dcs:CellularCompartmentCytosol,bio/MNXM163969
m03168m,dcs:CellularCompartmentMitochondria,bio/MNXM6325
m03169c,dcs:CellularCompartmentCytosol,bio/MNXM6293
m03170c,dcs:CellularCompartmentCytosol,bio/MNXM12869
m01602c,dcs:CellularCompartmentCytosol,bio/cofactors and vitamins
m03139c,dcs:CellularCompartmentCytosol,bio/vitamin A derivatives
m03140c,dcs:CellularCompartmentCytosol,bio/vitamin D derivatives
m03143c,dcs:CellularCompartmentCytosol,bio/vitamin E derivatives
m01004m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1162489
3hibutcoa_m,dcs:CellularCompartmentMitochondria,bio/MNXM446
m00799c,dcs:CellularCompartmentCytosol,bio/MNXM1263
m02142c,dcs:CellularCompartmentCytosol,bio/CHEMBL1205969
m00900c,dcs:CellularCompartmentCytosol,bio/MNXM244
3amp_l,dcs:CellularCompartmentLysosome,bio/MNXM1985
m00982m,dcs:CellularCompartmentMitochondria,bio/MNXM264
m00996m,dcs:CellularCompartmentMitochondria,bio/MNXM739
m02182r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM162907
m01102m,dcs:CellularCompartmentMitochondria,bio/MNXM1057
m01103m,dcs:CellularCompartmentMitochondria,bio/CHEMBL395915
m02805r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1797131
m00141c,dcs:CellularCompartmentCytosol,bio/MNXM6014
m01382c,dcs:CellularCompartmentCytosol,bio/MNXM8331
galgluside_hs_c,dcs:CellularCompartmentCytosol,bio/MNXM90540
galgluside_hs_g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM90540
m01253p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1230762
m01288m,dcs:CellularCompartmentMitochondria,bio/CHEMBL2360089
m02845m,dcs:CellularCompartmentMitochondria,bio/MNXM116
m00119p,dcs:CellularCompartmentPeroxisome,bio/MNXM90397
alpa_hs_c,dcs:CellularCompartmentCytosol,bio/MNXM163842
alkylR1oh_p,dcs:CellularCompartmentPeroxisome,bio/MNXM18595
m00564c,dcs:CellularCompartmentCytosol,bio/MNXM1947
m02766c,dcs:CellularCompartmentCytosol,bio/CHEMBL1316599
m01984c,dcs:CellularCompartmentCytosol,bio/CHEMBL1229937
m00755r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM163354
m00618r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM1201
m01992s,dcs:CellularCompartmentExtracellular,bio/MNXM8681
glygn4_s,dcs:CellularCompartmentExtracellular,bio/MNXM11716
m00185m,dcs:CellularCompartmentMitochondria,bio/MNXM7077
m01356m,dcs:CellularCompartmentMitochondria,bio/MNXM147044
m01357m,dcs:CellularCompartmentMitochondria,bio/MNXM147123
m01400m,dcs:CellularCompartmentMitochondria,bio/MNXM2981
octd11ecoa_c,dcs:CellularCompartmentCytosol,bio/11-Octadecenoyl Coenzyme A
m00051c,dcs:CellularCompartmentCytosol,bio/MNXM581
gm1_hs_g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM11641
galacglcgalacglcgal14acglcgalgluside_hs_g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM11849
m01988p,dcs:CellularCompartmentPeroxisome,bio/MNXM162346
dgcholcoa_p,dcs:CellularCompartmentPeroxisome,bio/MNXM10921
m01987p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1552
m01401m,dcs:CellularCompartmentMitochondria,bio/CHEMBL857
m01402m,dcs:CellularCompartmentMitochondria,bio/MNXM2351
m00760m,dcs:CellularCompartmentMitochondria,bio/MNXM43758
m01410m,dcs:CellularCompartmentMitochondria,bio/CHEMBL14227
bvite_s,dcs:CellularCompartmentExtracellular,bio/MNXM4488
bvite_c,dcs:CellularCompartmentCytosol,bio/MNXM4488
m01380s,dcs:CellularCompartmentExtracellular,bio/CHEMBL541
m00941r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL10850
m00367r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM146507
m00953r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM2089
m00809r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM162901
zym_int2_r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM97119
m03158r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL4171014
m02579r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1160819
m01427m,dcs:CellularCompartmentMitochondria,bio/MNXM5661
m02733m,dcs:CellularCompartmentMitochondria,bio/MNXM77635
m00121p,dcs:CellularCompartmentPeroxisome,bio/MNXM4529
m02715c,dcs:CellularCompartmentCytosol,bio/MNXM9017
m01596n,dcs:CellularCompartmentNucleus,bio/CHEMBL1231871
2dpmhobq_m,dcs:CellularCompartmentMitochondria,bio/MNXM9802
2dp6mobq_m,dcs:CellularCompartmentMitochondria,bio/MNXM9806
2dp6mobq_me_m,dcs:CellularCompartmentMitochondria,bio/MNXM9803
m00981m,dcs:CellularCompartmentMitochondria,bio/MNXM505
m01431s,dcs:CellularCompartmentExtracellular,bio/MNXM92165
m00950p,dcs:CellularCompartmentPeroxisome,bio/MNXM8138
dmnoncoa_p,dcs:CellularCompartmentPeroxisome,bio/MNXM6100
m02579n,dcs:CellularCompartmentNucleus,bio/CHEMBL1160819
m00240r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM59
m02733n,dcs:CellularCompartmentNucleus,bio/MNXM77635
m00240s,dcs:CellularCompartmentExtracellular,bio/MNXM59
m02579p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1160819
m02959c,dcs:CellularCompartmentCytosol,bio/MNXM9170
m01449r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM2494
m01066r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL4163100
m02343r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL3138639
m01675r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL455876
m01189r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM162832
m00348n,dcs:CellularCompartmentNucleus,bio/MNXM146866
m00350n,dcs:CellularCompartmentNucleus,bio/CHEMBL547
m01006n,dcs:CellularCompartmentNucleus,bio/CHEMBL1329343
melanin_c,dcs:CellularCompartmentCytosol,bio/MNXM92454
m01026n,dcs:CellularCompartmentNucleus,bio/MNXM37697
Ser_Thr_l,dcs:CellularCompartmentLysosome,bio/MNXM147296
m01706p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL343480
m01953p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL41342
dmhptcoa_m,dcs:CellularCompartmentMitochondria,bio/MNXM8044
dmnoncoa_c,dcs:CellularCompartmentCytosol,bio/MNXM6100
dmnoncoa_m,dcs:CellularCompartmentMitochondria,bio/MNXM6100
m01731c,dcs:CellularCompartmentCytosol,bio/MNXM146386
m00164p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL235881
m01742p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL80257
m00558p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL18591
pecgon_r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM91287
m01651c,dcs:CellularCompartmentCytosol,bio/MNXM8517
m01653c,dcs:CellularCompartmentCytosol,bio/MNXM7257
m02511c,dcs:CellularCompartmentCytosol,bio/MNXM9086
m02509c,dcs:CellularCompartmentCytosol,bio/MNXM8930
glc1man_g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7382
glc2man_g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM13501
glc3man_g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM18136
etfox_m,dcs:CellularCompartmentMitochondria,bio/MNXM11479
etfrd_m,dcs:CellularCompartmentMitochondria,bio/MNXM11480
1glyc_hs_s,dcs:CellularCompartmentExtracellular,bio/MNXM13807
9_cis_retfa_s,dcs:CellularCompartmentExtracellular,bio/MNXM146565
fucfuc12gal14acglcgalgluside_hs_s,dcs:CellularCompartmentExtracellular,bio/MNXM8840
fucfucgalacglcgalgluside_hs_s,dcs:CellularCompartmentExtracellular,bio/MNXM8835
glyc_S_s,dcs:CellularCompartmentExtracellular,bio/(S)-Glycerate
glygn5_s,dcs:CellularCompartmentExtracellular,bio/MNXM11717
m00656s,dcs:CellularCompartmentExtracellular,bio/MNXM5213
m02715s,dcs:CellularCompartmentExtracellular,bio/MNXM9017
phyt_s,dcs:CellularCompartmentExtracellular,bio/MNXM91275
m02808s,dcs:CellularCompartmentExtracellular,bio/MNXM5273
m01232s,dcs:CellularCompartmentExtracellular,bio/MNXM162711
m00291s,dcs:CellularCompartmentExtracellular,bio/MNXM162437
xolest_hs_s,dcs:CellularCompartmentExtracellular,bio/MNXM90954
m01446s,dcs:CellularCompartmentExtracellular,bio/MNXM39201
m01447s,dcs:CellularCompartmentExtracellular,bio/MNXM163608
m01448s,dcs:CellularCompartmentExtracellular,bio/MNXM162781
tdeACP_c,dcs:CellularCompartmentCytosol,bio/MNXM162426
hdeACP_c,dcs:CellularCompartmentCytosol,bio/MNXM89949
ocdcaACP_c,dcs:CellularCompartmentCytosol,bio/MNXM3075
octeACP_c,dcs:CellularCompartmentCytosol,bio/MNXM89950
lnlcACP_c,dcs:CellularCompartmentCytosol,bio/MNXM19075
lneldcACP_c,dcs:CellularCompartmentCytosol,bio/MNXM19074
ocdcyaACP_c,dcs:CellularCompartmentCytosol,bio/MNXM5248
ocdcya_c,dcs:CellularCompartmentCytosol,bio/MNXM4069
pristcoa_c,dcs:CellularCompartmentCytosol,bio/MNXM7699
phyt_c,dcs:CellularCompartmentCytosol,bio/MNXM91275
octd11ecoa_m,dcs:CellularCompartmentMitochondria,bio/11-Octadecenoyl Coenzyme A
m00108p,dcs:CellularCompartmentPeroxisome,bio/MNXM3361
m00103p,dcs:CellularCompartmentPeroxisome,bio/MNXM1449
tag1p_D_c,dcs:CellularCompartmentCytosol,bio/MNXM11293
m01806p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL69330
m01806r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL69330
fucfuc12gal14acglcgalgluside_hs_c,dcs:CellularCompartmentCytosol,bio/MNXM8840
fucfuc12gal14acglcgalgluside_hs_g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8840
fucfucgalacglcgalgluside_hs_c,dcs:CellularCompartmentCytosol,bio/MNXM8835
fucfucgalacglcgalgluside_hs_g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM8835
galgluside_hs_l,dcs:CellularCompartmentLysosome,bio/MNXM90540
Ser_Thr_g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM147296
m00789m,dcs:CellularCompartmentMitochondria,bio/MNXM91413
m01034m,dcs:CellularCompartmentMitochondria,bio/MNXM163683
m01685m,dcs:CellularCompartmentMitochondria,bio/MNXM162962
m01681m,dcs:CellularCompartmentMitochondria,bio/MNXM744
glyc_S_c,dcs:CellularCompartmentCytosol,bio/(S)-Glycerate
m_em_3gacpail_r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM163845
m02110m,dcs:CellularCompartmentMitochondria,bio/MNXM1190
m02109m,dcs:CellularCompartmentMitochondria,bio/MNXM56325
m02131r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1794644
m00167r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM333
m02159l,dcs:CellularCompartmentLysosome,bio/CHEMBL1427
m02170l,dcs:CellularCompartmentLysosome,bio/CHEMBL1556
m02187r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL356362
m01715m,dcs:CellularCompartmentMitochondria,bio/MNXM909
m02971m,dcs:CellularCompartmentMitochondria,bio/MNXM1504
m02970m,dcs:CellularCompartmentMitochondria,bio/MNXM8842
lnlncacrn_c,dcs:CellularCompartmentCytosol,bio/MNXM8289
lnlncacrn_m,dcs:CellularCompartmentMitochondria,bio/MNXM8289
m02336r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL225111
m02932r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM130
9_cis_retfa_c,dcs:CellularCompartmentCytosol,bio/MNXM146565
m_em_3gacpail_hs_r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM147142
m_em_3gacpail_prot_hs_r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM148339
m00184m,dcs:CellularCompartmentMitochondria,bio/MNXM925
m02442m,dcs:CellularCompartmentMitochondria,bio/MNXM184
m00165p,dcs:CellularCompartmentPeroxisome,bio/MNXM567
m02480c,dcs:CellularCompartmentCytosol,bio/MNXM608
m02480p,dcs:CellularCompartmentPeroxisome,bio/MNXM608
m02514m,dcs:CellularCompartmentMitochondria,bio/MNXM1527
m00952m,dcs:CellularCompartmentMitochondria,bio/MNXM2083
m01646m,dcs:CellularCompartmentMitochondria,bio/MNXM309
m02585m,dcs:CellularCompartmentMitochondria,bio/MNXM194
m00025m,dcs:CellularCompartmentMitochondria,bio/MNXM13000
m00024m,dcs:CellularCompartmentMitochondria,bio/MNXM8942
m01446r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM39201
m00610r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL171804
m01448r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM162781
m00592m,dcs:CellularCompartmentMitochondria,bio/CHEMBL173898
m02733g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM77635
m02684m,dcs:CellularCompartmentMitochondria,bio/MNXM2028
pecgoncoa_r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM92624
