id,compartment,metabolite_dcid
m02871n,dcs:CellularCompartmentNucleus,bio/CHEMBL418052
m02871r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL418052
m02872c,dcs:CellularCompartmentCytosol,bio/MNXM32478
m02873c,dcs:CellularCompartmentCytosol,bio/MNXM13455
m02874c,dcs:CellularCompartmentCytosol,bio/MNXM81436
m02875c,dcs:CellularCompartmentCytosol,bio/MNXM9366
m02876c,dcs:CellularCompartmentCytosol,bio/MNXM81437
m02877c,dcs:CellularCompartmentCytosol,bio/CHEMBL224120
m02877m,dcs:CellularCompartmentMitochondria,bio/CHEMBL224120
m02877n,dcs:CellularCompartmentNucleus,bio/CHEMBL224120
m02877r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL224120
m02878m,dcs:CellularCompartmentMitochondria,bio/MNXM81220
m02879m,dcs:CellularCompartmentMitochondria,bio/MNXM81221
m02880c,dcs:CellularCompartmentCytosol,bio/CHEMBL304383
m02880m,dcs:CellularCompartmentMitochondria,bio/CHEMBL304383
m02880p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL304383
m02880s,dcs:CellularCompartmentExtracellular,bio/CHEMBL304383
m02881c,dcs:CellularCompartmentCytosol,bio/MNXM163574
m02881n,dcs:CellularCompartmentNucleus,bio/MNXM163574
m02882c,dcs:CellularCompartmentCytosol,bio/MNXM3291
m02882n,dcs:CellularCompartmentNucleus,bio/MNXM3291
m02883c,dcs:CellularCompartmentCytosol,bio/MNXM1294
m02884c,dcs:CellularCompartmentCytosol,bio/MNXM271
m02885c,dcs:CellularCompartmentCytosol,bio/CHEMBL2097002
m02885s,dcs:CellularCompartmentExtracellular,bio/CHEMBL2097002
m02886c,dcs:CellularCompartmentCytosol,bio/CHEMBL1235891
m02887c,dcs:CellularCompartmentCytosol,bio/MNXM1157
m02888c,dcs:CellularCompartmentCytosol,bio/MNXM1837
m02889c,dcs:CellularCompartmentCytosol,bio/CHEMBL109962
m02890c,dcs:CellularCompartmentCytosol,bio/MNXM2562
m02891c,dcs:CellularCompartmentCytosol,bio/CHEMBL1474517
m02892c,dcs:CellularCompartmentCytosol,bio/MNXM81813
m02893c,dcs:CellularCompartmentCytosol,bio/MNXM81829
m02894c,dcs:CellularCompartmentCytosol,bio/MNXM1339
m02895c,dcs:CellularCompartmentCytosol,bio/MNXM2429
m02896c,dcs:CellularCompartmentCytosol,bio/CHEMBL11298
m02896l,dcs:CellularCompartmentLysosome,bio/CHEMBL11298
m02896m,dcs:CellularCompartmentMitochondria,bio/CHEMBL11298
m02896p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL11298
m02896s,dcs:CellularCompartmentExtracellular,bio/CHEMBL11298
m02897c,dcs:CellularCompartmentCytosol,bio/CHEMBL39
m02897s,dcs:CellularCompartmentExtracellular,bio/CHEMBL39
m02898c,dcs:CellularCompartmentCytosol,bio/MNXM21342
m02899m,dcs:CellularCompartmentMitochondria,bio/MNXM81222
m02900c,dcs:CellularCompartmentCytosol,bio/MNXM162247
m02900s,dcs:CellularCompartmentExtracellular,bio/MNXM162247
m02901c,dcs:CellularCompartmentCytosol,bio/MNXM162248
m02901s,dcs:CellularCompartmentExtracellular,bio/MNXM162248
m02902c,dcs:CellularCompartmentCytosol,bio/MNXM9107
m02902g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9107
m02902s,dcs:CellularCompartmentExtracellular,bio/MNXM9107
m02903c,dcs:CellularCompartmentCytosol,bio/MNXM9108
m02903g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9108
m02903s,dcs:CellularCompartmentExtracellular,bio/MNXM9108
m02904c,dcs:CellularCompartmentCytosol,bio/MNXM9109
m02904g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9109
m02905g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7769
m02906g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM12937
m02907c,dcs:CellularCompartmentCytosol,bio/MNXM12938
m02907g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM12938
m02907s,dcs:CellularCompartmentExtracellular,bio/MNXM12938
m02908c,dcs:CellularCompartmentCytosol,bio/MNXM5930
m02908g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM5930
m02908l,dcs:CellularCompartmentLysosome,bio/MNXM5930
m02908r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM5930
m02909s,dcs:CellularCompartmentExtracellular,bio/SMCFA-blood-pool
m02910c,dcs:CellularCompartmentCytosol,bio/MNXM522
m02911c,dcs:CellularCompartmentCytosol,bio/MNXM1517
m02912c,dcs:CellularCompartmentCytosol,bio/CHEMBL1567463
m02913c,dcs:CellularCompartmentCytosol,bio/MNXM368
m02914c,dcs:CellularCompartmentCytosol,bio/CHEMBL1232920
m02914m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1232920
m02914p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1232920
m02915c,dcs:CellularCompartmentCytosol,bio/MNXM82431
m02916c,dcs:CellularCompartmentCytosol,bio/MNXM82428
m02917c,dcs:CellularCompartmentCytosol,bio/MNXM48480
m02918c,dcs:CellularCompartmentCytosol,bio/MNXM12919
m02919c,dcs:CellularCompartmentCytosol,bio/MNXM161256
m02920c,dcs:CellularCompartmentCytosol,bio/MNXM162776
m02920p,dcs:CellularCompartmentPeroxisome,bio/MNXM162776
m02920s,dcs:CellularCompartmentExtracellular,bio/MNXM162776
m02921c,dcs:CellularCompartmentCytosol,bio/MNXM162714
m02921p,dcs:CellularCompartmentPeroxisome,bio/MNXM162714
m02921s,dcs:CellularCompartmentExtracellular,bio/MNXM162714
m02922c,dcs:CellularCompartmentCytosol,bio/MNXM162715
m02922p,dcs:CellularCompartmentPeroxisome,bio/MNXM162715
m02922s,dcs:CellularCompartmentExtracellular,bio/MNXM162715
m02923c,dcs:CellularCompartmentCytosol,bio/CHEMBL19612
m02923p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL19612
m02923s,dcs:CellularCompartmentExtracellular,bio/CHEMBL19612
m02924c,dcs:CellularCompartmentCytosol,bio/MNXM82536
m02924p,dcs:CellularCompartmentPeroxisome,bio/MNXM82536
m02924s,dcs:CellularCompartmentExtracellular,bio/MNXM82536
m02925c,dcs:CellularCompartmentCytosol,bio/MNXM162716
m02925p,dcs:CellularCompartmentPeroxisome,bio/MNXM162716
m02925s,dcs:CellularCompartmentExtracellular,bio/MNXM162716
m02926c,dcs:CellularCompartmentCytosol,bio/CHEMBL23194
m02926p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL23194
m02926s,dcs:CellularCompartmentExtracellular,bio/CHEMBL23194
m02927c,dcs:CellularCompartmentCytosol,bio/CHEMBL448741
m02927r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL448741
m02928c,dcs:CellularCompartmentCytosol,bio/CHEMBL78494
m02928r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL78494
m02928s,dcs:CellularCompartmentExtracellular,bio/CHEMBL78494
m02929c,dcs:CellularCompartmentCytosol,bio/CHEMBL67166
m02929g,dcs:CellularCompartmentGolgiApparatus,bio/CHEMBL67166
m02929l,dcs:CellularCompartmentLysosome,bio/CHEMBL67166
m02929r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL67166
m02929s,dcs:CellularCompartmentExtracellular,bio/CHEMBL67166
m02930c,dcs:CellularCompartmentCytosol,bio/CHEMBL225155
m02930r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL225155
m02930s,dcs:CellularCompartmentExtracellular,bio/CHEMBL225155
m02931c,dcs:CellularCompartmentCytosol,bio/MNXM9115
m02931s,dcs:CellularCompartmentExtracellular,bio/MNXM9115
m02932c,dcs:CellularCompartmentCytosol,bio/MNXM130
m02933c,dcs:CellularCompartmentCytosol,bio/CHEMBL458402
m02934m,dcs:CellularCompartmentMitochondria,bio/MNXM3710
m02935c,dcs:CellularCompartmentCytosol,bio/STAR
m02935l,dcs:CellularCompartmentLysosome,bio/STAR
m02935m,dcs:CellularCompartmentMitochondria,bio/STAR
m02936s,dcs:CellularCompartmentExtracellular,bio/MNXM21840
m02937s,dcs:CellularCompartmentExtracellular,bio/MNXM12953
m02938c,dcs:CellularCompartmentCytosol,bio/CHEMBL46403
m02938l,dcs:CellularCompartmentLysosome,bio/CHEMBL46403
m02938r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL46403
m02938s,dcs:CellularCompartmentExtracellular,bio/CHEMBL46403
m02939c,dcs:CellularCompartmentCytosol,bio/CHEMBL484430
m02939l,dcs:CellularCompartmentLysosome,bio/CHEMBL484430
m02939r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL484430
m02939s,dcs:CellularCompartmentExtracellular,bio/CHEMBL484430
m02940c,dcs:CellularCompartmentCytosol,bio/MNXM82716
m02940m,dcs:CellularCompartmentMitochondria,bio/MNXM82716
m02940r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM82716
m02941c,dcs:CellularCompartmentCytosol,bio/MNXM272
m02941m,dcs:CellularCompartmentMitochondria,bio/MNXM272
m02941p,dcs:CellularCompartmentPeroxisome,bio/MNXM272
m02941r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM272
m02942m,dcs:CellularCompartmentMitochondria,bio/MNXM172
m02943c,dcs:CellularCompartmentCytosol,bio/CHEMBL576
m02943m,dcs:CellularCompartmentMitochondria,bio/CHEMBL576
m02943p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL576
m02943s,dcs:CellularCompartmentExtracellular,bio/CHEMBL576
m02944c,dcs:CellularCompartmentCytosol,bio/MNXM92
m02944m,dcs:CellularCompartmentMitochondria,bio/MNXM92
m02945s,dcs:CellularCompartmentExtracellular,bio/CHEMBL253582
m02946c,dcs:CellularCompartmentCytosol,bio/MNXM58
m02946l,dcs:CellularCompartmentLysosome,bio/MNXM58
m02946m,dcs:CellularCompartmentMitochondria,bio/MNXM58
m02946r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM58
m02946s,dcs:CellularCompartmentExtracellular,bio/MNXM58
m02947c,dcs:CellularCompartmentCytosol,bio/MNXM7789
m02947g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7789
m02947l,dcs:CellularCompartmentLysosome,bio/MNXM7789
m02948l,dcs:CellularCompartmentLysosome,bio/MNXM1234
m02949c,dcs:CellularCompartmentCytosol,bio/CHEMBL1161699
m02949m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1161699
m02949s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1161699
m02950c,dcs:CellularCompartmentCytosol,bio/MNXM163000
m02950s,dcs:CellularCompartmentExtracellular,bio/MNXM163000
m02951c,dcs:CellularCompartmentCytosol,bio/MNXM4834
m02951s,dcs:CellularCompartmentExtracellular,bio/MNXM4834
m02952c,dcs:CellularCompartmentCytosol,bio/CHEMBL270493
m02952s,dcs:CellularCompartmentExtracellular,bio/CHEMBL270493
m02953c,dcs:CellularCompartmentCytosol,bio/MNXM21968
m02954c,dcs:CellularCompartmentCytosol,bio/MNXM3722
m02955c,dcs:CellularCompartmentCytosol,bio/MNXM1324
m02956s,dcs:CellularCompartmentExtracellular,bio/MNXM248
m02957s,dcs:CellularCompartmentExtracellular,bio/MNXM248
m02958c,dcs:CellularCompartmentCytosol,bio/MNXM248
m02958l,dcs:CellularCompartmentLysosome,bio/MNXM248
m02958r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM248
m02959s,dcs:CellularCompartmentExtracellular,bio/MNXM9170
m02960g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM3928
m02961c,dcs:CellularCompartmentCytosol,bio/CHEMBL239243
m02961p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL239243
m02961s,dcs:CellularCompartmentExtracellular,bio/CHEMBL239243
m02962c,dcs:CellularCompartmentCytosol,bio/CHEMBL185878
m02962p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL185878
m02962s,dcs:CellularCompartmentExtracellular,bio/CHEMBL185878
m02963c,dcs:CellularCompartmentCytosol,bio/CHEMBL224867
m02963p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL224867
m02963s,dcs:CellularCompartmentExtracellular,bio/CHEMBL224867
m02964c,dcs:CellularCompartmentCytosol,bio/CHEMBL412272
m02964p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL412272
m02965c,dcs:CellularCompartmentCytosol,bio/CHEMBL408701
m02965p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL408701
m02965s,dcs:CellularCompartmentExtracellular,bio/CHEMBL408701
m02966c,dcs:CellularCompartmentCytosol,bio/MNXM162420
m02966s,dcs:CellularCompartmentExtracellular,bio/MNXM162420
m02967c,dcs:CellularCompartmentCytosol,bio/CHEMBL2074651
m02967r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL2074651
m02967s,dcs:CellularCompartmentExtracellular,bio/CHEMBL2074651
m02968c,dcs:CellularCompartmentCytosol,bio/MNXM12985
m02968s,dcs:CellularCompartmentExtracellular,bio/MNXM12985
m02969c,dcs:CellularCompartmentCytosol,bio/CHEMBL386630
m02969r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL386630
m02969s,dcs:CellularCompartmentExtracellular,bio/CHEMBL386630
m02970c,dcs:CellularCompartmentCytosol,bio/MNXM8842
m02970r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM8842
m02971c,dcs:CellularCompartmentCytosol,bio/MNXM1504
m02971p,dcs:CellularCompartmentPeroxisome,bio/MNXM1504
m02971r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM1504
m02972c,dcs:CellularCompartmentCytosol,bio/MNXM89779
m02973c,dcs:CellularCompartmentCytosol,bio/MNXM168738
m02973m,dcs:CellularCompartmentMitochondria,bio/MNXM168738
m02973r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM168738
m02974c,dcs:CellularCompartmentCytosol,bio/MNXM163039
m02974m,dcs:CellularCompartmentMitochondria,bio/MNXM163039
m02974r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM163039
m02975c,dcs:CellularCompartmentCytosol,bio/tetradecenoylcarnitine(7)
m02975m,dcs:CellularCompartmentMitochondria,bio/tetradecenoylcarnitine(7)
m02975r,dcs:CellularCompartmentEndoplasmicReticulum,bio/tetradecenoylcarnitine(7)
m02976c,dcs:CellularCompartmentCytosol,bio/tetradecenoylcarnitine(9)
m02976m,dcs:CellularCompartmentMitochondria,bio/tetradecenoylcarnitine(9)
m02976r,dcs:CellularCompartmentEndoplasmicReticulum,bio/tetradecenoylcarnitine(9)
m02977c,dcs:CellularCompartmentCytosol,bio/MNXM30748
m02977m,dcs:CellularCompartmentMitochondria,bio/MNXM30748
m02978c,dcs:CellularCompartmentCytosol,bio/CHEMBL337765
m02978n,dcs:CellularCompartmentNucleus,bio/CHEMBL337765
m02979c,dcs:CellularCompartmentCytosol,bio/MNXM2563
m02980c,dcs:CellularCompartmentCytosol,bio/CHEMBL2021342
m02980l,dcs:CellularCompartmentLysosome,bio/CHEMBL2021342
m02980m,dcs:CellularCompartmentMitochondria,bio/CHEMBL2021342
m02980s,dcs:CellularCompartmentExtracellular,bio/CHEMBL2021342
m02981c,dcs:CellularCompartmentCytosol,bio/MNXM165176
m02982c,dcs:CellularCompartmentCytosol,bio/CHEMBL1547
m02982s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1547
m02983c,dcs:CellularCompartmentCytosol,bio/MNXM662
m02983m,dcs:CellularCompartmentMitochondria,bio/MNXM662
m02983s,dcs:CellularCompartmentExtracellular,bio/MNXM662
m02984c,dcs:CellularCompartmentCytosol,bio/CHEMBL1236376
m02984m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1236376
m02985c,dcs:CellularCompartmentCytosol,bio/CHEMBL3307173
m02985s,dcs:CellularCompartmentExtracellular,bio/CHEMBL3307173
m02986c,dcs:CellularCompartmentCytosol,bio/MNXM762
m02986m,dcs:CellularCompartmentMitochondria,bio/MNXM762
m02986s,dcs:CellularCompartmentExtracellular,bio/MNXM762
m02987c,dcs:CellularCompartmentCytosol,bio/MNXM3840
m02988c,dcs:CellularCompartmentCytosol,bio/MNXM54
m02989c,dcs:CellularCompartmentCytosol,bio/MNXM1156
m02990c,dcs:CellularCompartmentCytosol,bio/MNXM96993
m02990m,dcs:CellularCompartmentMitochondria,bio/MNXM96993
m02990n,dcs:CellularCompartmentNucleus,bio/MNXM96993
m02991c,dcs:CellularCompartmentCytosol,bio/MNXM323
m02991m,dcs:CellularCompartmentMitochondria,bio/MNXM323
m02991s,dcs:CellularCompartmentExtracellular,bio/MNXM323
m02992c,dcs:CellularCompartmentCytosol,bio/CHEMBL2152047
m02993c,dcs:CellularCompartmentCytosol,bio/CHEMBL291747
m02993l,dcs:CellularCompartmentLysosome,bio/CHEMBL291747
m02993m,dcs:CellularCompartmentMitochondria,bio/CHEMBL291747
m02993s,dcs:CellularCompartmentExtracellular,bio/CHEMBL291747
m02994c,dcs:CellularCompartmentCytosol,bio/MNXM1445
m02994r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM1445
m02994s,dcs:CellularCompartmentExtracellular,bio/MNXM1445
m02995c,dcs:CellularCompartmentCytosol,bio/CHEMBL1552426
m02995r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1552426
m02995s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1552426
m02996c,dcs:CellularCompartmentCytosol,bio/CHEMBL52609
m02996l,dcs:CellularCompartmentLysosome,bio/CHEMBL52609
m02996m,dcs:CellularCompartmentMitochondria,bio/CHEMBL52609
m02996s,dcs:CellularCompartmentExtracellular,bio/CHEMBL52609
m02997c,dcs:CellularCompartmentCytosol,bio/CHEMBL993
m02997m,dcs:CellularCompartmentMitochondria,bio/CHEMBL993
m02997s,dcs:CellularCompartmentExtracellular,bio/CHEMBL993
m02998c,dcs:CellularCompartmentCytosol,bio/CHEMBL1624
m02998r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1624
m02998s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1624
m02999m,dcs:CellularCompartmentMitochondria,bio/MNXM609
m03000g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7559
m03000l,dcs:CellularCompartmentLysosome,bio/MNXM7559
m03001c,dcs:CellularCompartmentCytosol,bio/CHEMBL782
m03001s,dcs:CellularCompartmentExtracellular,bio/CHEMBL782
m03002c,dcs:CellularCompartmentCytosol,bio/MNXM161731
m03003c,dcs:CellularCompartmentCytosol,bio/MNXM161732
m03004c,dcs:CellularCompartmentCytosol,bio/MNXM161733
m03005c,dcs:CellularCompartmentCytosol,bio/trans_cis_cis_cis-2_11_14_17-eicosatetraenoyl-CoA
m03006c,dcs:CellularCompartmentCytosol,bio/trans_cis_cis_cis-2_13_16_19-docosatetraenoyl-CoA
m03007c,dcs:CellularCompartmentCytosol,bio/MNXM165186
m03008c,dcs:CellularCompartmentCytosol,bio/trans_cis_cis-2_13_16-docasatrienoyl-CoA
m03009m,dcs:CellularCompartmentMitochondria,bio/trans_cis_cis-2_7_10-hexadecatrienoyl-CoA
m03009p,dcs:CellularCompartmentPeroxisome,bio/trans_cis_cis-2_7_10-hexadecatrienoyl-CoA
m03010m,dcs:CellularCompartmentMitochondria,bio/trans_cis_cis-2_9_12-octadecatrienoyl-CoA
m03010p,dcs:CellularCompartmentPeroxisome,bio/trans_cis_cis-2_9_12-octadecatrienoyl-CoA
m03011c,dcs:CellularCompartmentCytosol,bio/trans_cis-2_11-docosadienoyl-CoA
m03012c,dcs:CellularCompartmentCytosol,bio/MNXM163588
m03012m,dcs:CellularCompartmentMitochondria,bio/MNXM163588
m03012p,dcs:CellularCompartmentPeroxisome,bio/MNXM163588
m03013c,dcs:CellularCompartmentCytosol,bio/MNXM163589
m03013m,dcs:CellularCompartmentMitochondria,bio/MNXM163589
m03013p,dcs:CellularCompartmentPeroxisome,bio/MNXM163589
m03014c,dcs:CellularCompartmentCytosol,bio/trans_cis-2_13-eicosadienoyl-CoA
m03014m,dcs:CellularCompartmentMitochondria,bio/trans_cis-2_13-eicosadienoyl-CoA
m03014p,dcs:CellularCompartmentPeroxisome,bio/trans_cis-2_13-eicosadienoyl-CoA
m03015c,dcs:CellularCompartmentCytosol,bio/MNXM163590
m03015p,dcs:CellularCompartmentPeroxisome,bio/MNXM163590
m03016c,dcs:CellularCompartmentCytosol,bio/trans_cis-2_17-hexacosadienoyl-CoA
m03016p,dcs:CellularCompartmentPeroxisome,bio/trans_cis-2_17-hexacosadienoyl-CoA
m03017c,dcs:CellularCompartmentCytosol,bio/trans_cis-2_8_11-eicosatrienoyl-CoA
m03018c,dcs:CellularCompartmentCytosol,bio/trans_cis-2_9-eicosadienoyl-CoA
m03019m,dcs:CellularCompartmentMitochondria,bio/trans_cis-hexadeca-2_7-dienoyl-CoA
m03019p,dcs:CellularCompartmentPeroxisome,bio/trans_cis-hexadeca-2_7-dienoyl-CoA
m03020m,dcs:CellularCompartmentMitochondria,bio/MNXM683714
m03020p,dcs:CellularCompartmentPeroxisome,bio/MNXM683714
m03021m,dcs:CellularCompartmentMitochondria,bio/MNXM2039
m03021p,dcs:CellularCompartmentPeroxisome,bio/MNXM2039
m03022m,dcs:CellularCompartmentMitochondria,bio/trans_cis-myristo-2_5-dienoyl-CoA
m03022p,dcs:CellularCompartmentPeroxisome,bio/trans_cis-myristo-2_5-dienoyl-CoA
m03023m,dcs:CellularCompartmentMitochondria,bio/trans_cis-myristo-2_7-dienoyl-CoA
m03023p,dcs:CellularCompartmentPeroxisome,bio/trans_cis-myristo-2_7-dienoyl-CoA
m03024m,dcs:CellularCompartmentMitochondria,bio/trans_cis-octadeca-2_11-dienoyl-CoA
m03024p,dcs:CellularCompartmentPeroxisome,bio/trans_cis-octadeca-2_11-dienoyl-CoA
m03025m,dcs:CellularCompartmentMitochondria,bio/trans_cis-octadeca-2_9-dienoyl-CoA
m03025p,dcs:CellularCompartmentPeroxisome,bio/trans_cis-octadeca-2_9-dienoyl-CoA
m03026c,dcs:CellularCompartmentCytosol,bio/MNXM163002
m03027p,dcs:CellularCompartmentPeroxisome,bio/MNXM31441
m03028p,dcs:CellularCompartmentPeroxisome,bio/MNXM683719
m03029c,dcs:CellularCompartmentCytosol,bio/MNXM165187
m03029m,dcs:CellularCompartmentMitochondria,bio/MNXM165187
m03029p,dcs:CellularCompartmentPeroxisome,bio/MNXM165187
m03030m,dcs:CellularCompartmentMitochondria,bio/trans-2-cis_cis-5_8-tetradecatrienoyl-CoA
m03030p,dcs:CellularCompartmentPeroxisome,bio/trans-2-cis_cis-5_8-tetradecatrienoyl-CoA
m03031m,dcs:CellularCompartmentMitochondria,bio/MNXM13082
m03031p,dcs:CellularCompartmentPeroxisome,bio/MNXM13082
m03032c,dcs:CellularCompartmentCytosol,bio/MNXM13085
m03033m,dcs:CellularCompartmentMitochondria,bio/trans-3-cis-5_8_11_14-eicosapentaenoyl-CoA
m03033p,dcs:CellularCompartmentPeroxisome,bio/trans-3-cis-5_8_11_14-eicosapentaenoyl-CoA
m03034m,dcs:CellularCompartmentMitochondria,bio/MNXM165154
m03034p,dcs:CellularCompartmentPeroxisome,bio/MNXM165154
m03035m,dcs:CellularCompartmentMitochondria,bio/MNXM90096
m03035p,dcs:CellularCompartmentPeroxisome,bio/MNXM90096
m03036c,dcs:CellularCompartmentCytosol,bio/MNXM87579
m03037c,dcs:CellularCompartmentCytosol,bio/CHEMBL352418
m03037m,dcs:CellularCompartmentMitochondria,bio/CHEMBL352418
m03038c,dcs:CellularCompartmentCytosol,bio/MNXM22124
m03039s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1236395
m03040c,dcs:CellularCompartmentCytosol,bio/CHEMBL1472
m03041c,dcs:CellularCompartmentCytosol,bio/CHEMBL14053
m03042c,dcs:CellularCompartmentCytosol,bio/MNXM13157
m03043c,dcs:CellularCompartmentCytosol,bio/CHEMBL1171
m03044c,dcs:CellularCompartmentCytosol,bio/CHEMBL279816
m03044s,dcs:CellularCompartmentExtracellular,bio/CHEMBL279816
m03045c,dcs:CellularCompartmentCytosol,bio/CHEMBL1173462
m03045l,dcs:CellularCompartmentLysosome,bio/CHEMBL1173462
m03045r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1173462
m03045s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1173462
m03046c,dcs:CellularCompartmentCytosol,bio/tricosanoylcarnitine
m03046r,dcs:CellularCompartmentEndoplasmicReticulum,bio/tricosanoylcarnitine
m03047c,dcs:CellularCompartmentCytosol,bio/MNXM163593
m03047p,dcs:CellularCompartmentPeroxisome,bio/MNXM163593
m03047r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM163593
m03048c,dcs:CellularCompartmentCytosol,bio/tridecanoyl-[ACP]
m03049c,dcs:CellularCompartmentCytosol,bio/tridecanoylcarnitine
m03049m,dcs:CellularCompartmentMitochondria,bio/tridecanoylcarnitine
m03049r,dcs:CellularCompartmentEndoplasmicReticulum,bio/tridecanoylcarnitine
m03050c,dcs:CellularCompartmentCytosol,bio/MNXM87903
m03050m,dcs:CellularCompartmentMitochondria,bio/MNXM87903
m03050r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM87903
m03051c,dcs:CellularCompartmentCytosol,bio/CHEMBL107874
m03051l,dcs:CellularCompartmentLysosome,bio/CHEMBL107874
m03051r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL107874
m03051s,dcs:CellularCompartmentExtracellular,bio/CHEMBL107874
m03052c,dcs:CellularCompartmentCytosol,bio/CHEMBL1544
m03052r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1544
m03052s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1544
m03053c,dcs:CellularCompartmentCytosol,bio/CHEMBL439723
m03054c,dcs:CellularCompartmentCytosol,bio/MNXM437
m03055c,dcs:CellularCompartmentCytosol,bio/MNXM5376
m03055p,dcs:CellularCompartmentPeroxisome,bio/MNXM5376
m03055r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM5376
m03056c,dcs:CellularCompartmentCytosol,bio/MNXM13164
m03057c,dcs:CellularCompartmentCytosol,bio/MNXM332
m03057m,dcs:CellularCompartmentMitochondria,bio/MNXM332
m03057n,dcs:CellularCompartmentNucleus,bio/MNXM332
m03058c,dcs:CellularCompartmentCytosol,bio/MNXM7845
m03059c,dcs:CellularCompartmentCytosol,bio/MNXM9190
m03060c,dcs:CellularCompartmentCytosol,bio/MNXM92688
m03061c,dcs:CellularCompartmentCytosol,bio/MNXM6427
m03062c,dcs:CellularCompartmentCytosol,bio/MNXM7848
m03063c,dcs:CellularCompartmentCytosol,bio/MNXM89576
m03064c,dcs:CellularCompartmentCytosol,bio/MNXM90751
m03065c,dcs:CellularCompartmentCytosol,bio/MNXM90665
m03066c,dcs:CellularCompartmentCytosol,bio/MNXM90752
m03067c,dcs:CellularCompartmentCytosol,bio/MNXM162355
m03068c,dcs:CellularCompartmentCytosol,bio/MNXM71
m03069c,dcs:CellularCompartmentCytosol,bio/MNXM90886
m03070c,dcs:CellularCompartmentCytosol,bio/MNXM90340
m03071c,dcs:CellularCompartmentCytosol,bio/MNXM90878
m03072c,dcs:CellularCompartmentCytosol,bio/MNXM90879
m03073c,dcs:CellularCompartmentCytosol,bio/MNXM90880
m03074c,dcs:CellularCompartmentCytosol,bio/MNXM90881
m03075c,dcs:CellularCompartmentCytosol,bio/MNXM90882
m03076c,dcs:CellularCompartmentCytosol,bio/MNXM90753
m03077c,dcs:CellularCompartmentCytosol,bio/MNXM90667
m03078c,dcs:CellularCompartmentCytosol,bio/MNXM91028
